id,nivel,nombre,turno,domicilio,colonia,alcaldia,sostenimiento,ubicacion,lat,lon,coordenadas
93,Preescolar,JARDIN DE NIÑOS INSTITUTO RENACIMIENTO,MATUTINO,CHIHUAHUA NO. 107,ROMA SUR,CUAUHTEMOC,Particular,"CHIHUAHUA NO. 107, ROMA SUR, CUAUHTEMOC",19.4176835,-99.1591504,"19.4176835,-99.1591504"
94,Preescolar,JARDÍN DE NIÑOS VÍCTOR HUGO,MATUTINO,DR. BARRAGAN NO. 518,NARVARTE,BENITO JUAREZ,Particular,"DR. BARRAGAN NO. 518, NARVARTE, BENITO JUAREZ",19.4007995,-99.1469035,"19.4007995,-99.1469035"
95,Preescolar,CENTRO PEDAGOGICO VASCONCELOS,MATUTINO,MONTE ALBAN No. 380,VERTIZ NARVARTE,BENITO JUAREZ,Particular,"MONTE ALBAN No. 380, VERTIZ NARVARTE, BENITO JUAREZ",19.3840658,-99.1510853,"19.3840658,-99.1510853"
96,Preescolar,CAMPESTRE DE MÉXICO,MATUTINO,LA BOLSA NO. 456,CONTADERO,CUAJIMALPA DE MORELOS,Particular,"LA BOLSA NO. 456, CONTADERO, CUAJIMALPA DE MORELOS",19.3437164,-99.3011302,"19.3437164,-99.3011302"
97,Preescolar,COLEGIO ISRAELITA DE MÉXICO,MATUTINO,LOMA DEL RECUERDO NO. 44,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,Particular,"LOMA DEL RECUERDO NO. 44, LOMAS DE VISTA HERMOSA, CUAJIMALPA DE MORELOS",19.3796757,-99.2699458,"19.3796757,-99.2699458"
98,Preescolar,JOHN DEWEY,MATUTINO,ARNESES NO. 64,MINERVA,IZTAPALAPA,Particular,"ARNESES NO. 64, MINERVA, IZTAPALAPA",19.3541309,-99.1102921,"19.3541309,-99.1102921"
99,Preescolar,EL RATÓN PÉREZ,MATUTINO,SAN PEDRO NO. 5,SANTA MARIA AZTAHUACAN,IZTAPALAPA,Particular,"SAN PEDRO NO. 5, SANTA MARIA AZTAHUACAN, IZTAPALAPA",19.3479712,-99.0301617,"19.3479712,-99.0301617"
100,Preescolar,ALBERTO GONZÁLEZ VALLE,MATUTINO,PRIV. CAPITAN RODRIGUEZ ARENAS NO. 315 B,AGRICOLA PANTITLAN,IZTACALCO,Particular,"PRIV. CAPITAN RODRIGUEZ ARENAS NO. 315 B, AGRICOLA PANTITLAN, IZTACALCO",19.417384,-99.0636931,"19.417384,-99.0636931"
101,Preescolar,DEDALITO,MATUTINO,AV. AZCAPOTZALCO NO. 783,REYES LOS,AZCAPOTZALCO,Particular,"AV. AZCAPOTZALCO NO. 783, REYES LOS, AZCAPOTZALCO",19.4863361,-99.1851849,"19.4863361,-99.1851849"
102,Preescolar,SANTA TERESITA,MATUTINO,PRIVADA SANTANDER NO. 45,SAN RAFAEL AMPLIACION,AZCAPOTZALCO,Particular,"PRIVADA SANTANDER NO. 45, SAN RAFAEL AMPLIACION, AZCAPOTZALCO",19.486304,-99.1874886,"19.486304,-99.1874886"
103,Preescolar,CENTRO EDUCATIVO LE JARDIN,MATUTINO,SALAVERRY NO. 779,LINDAVISTA,GUSTAVO A. MADERO,Particular,"SALAVERRY NO. 779, LINDAVISTA, GUSTAVO A. MADERO",19.4950919,-99.1323604,"19.4950919,-99.1323604"
104,Preescolar,JARDÍN DE NIÑOS BAMBI,MATUTINO,HACIENDA NARVARTE NO. 200,PRADOS DEL ROSARIO,AZCAPOTZALCO,Particular,"HACIENDA NARVARTE NO. 200, PRADOS DEL ROSARIO, AZCAPOTZALCO",19.5058493,-99.2096244,"19.5058493,-99.2096244"
105,Preescolar,EL MUNDO DEL SABER,MATUTINO,AV. DEL PARQUE MZA. 53 L.35,CUCHILLA DEL TESORO,GUSTAVO A. MADERO,Particular,"AV. DEL PARQUE MZA. 53 L.35, CUCHILLA DEL TESORO, GUSTAVO A. MADERO",19.4483667,-99.0575873,"19.4483667,-99.0575873"
106,Preescolar,CENTRO EDUCATIVO INFANTIL GANDHI,MATUTINO,OMEGA NO. 151,ROMERO DE TERREROS FRACCIONAMIENTO,COYOACAN,Particular,"OMEGA NO. 151, ROMERO DE TERREROS FRACCIONAMIENTO, COYOACAN",19.3415685,-99.1691966,"19.3415685,-99.1691966"
107,Preescolar,ESCUELA ACTIVA PAIDOS,MATUTINO,EMILIANO ZAPATA NO.60,LA CANDELARIA,COYOACAN,Particular,"EMILIANO ZAPATA NO.60, LA CANDELARIA, COYOACAN",19.3324638,-99.1474154,"19.3324638,-99.1474154"
108,Preescolar,A. B. C.,MATUTINO,AV. CENTRAL NO. 240,PRO  HOGAR,AZCAPOTZALCO,Particular,"AV. CENTRAL NO. 240, PRO  HOGAR, AZCAPOTZALCO",19.4760284,-99.1560584,"19.4760284,-99.1560584"
109,Preescolar,"COLEGIO ASPEN, S.C.",MATUTINO,INDEPENDENCIA NO. 30,SAN ALVARO,AZCAPOTZALCO,Particular,"INDEPENDENCIA NO. 30, SAN ALVARO, AZCAPOTZALCO",19.4599255,-99.1832177,"19.4599255,-99.1832177"
110,Preescolar,MAHATMA GANDHI,MATUTINO,EJIDO DE SAN LORENZO TEZONCO NO. 184,SAN FRANCISCO CULHUACAN,COYOACAN,Particular,"EJIDO DE SAN LORENZO TEZONCO NO. 184, SAN FRANCISCO CULHUACAN, COYOACAN",19.3328007,-99.1219458,"19.3328007,-99.1219458"
111,Preescolar,JARDIN DE NIÑOS INSTITUTO CULTURAL,MATUTINO,MIGUEL ANGEL DE QUEVEDO NO. 1190,PARQUE SAN ANDRES,COYOACAN,Particular,"MIGUEL ANGEL DE QUEVEDO NO. 1190, PARQUE SAN ANDRES, COYOACAN",19.3425643,-99.1455735,"19.3425643,-99.1455735"
112,Preescolar,"ESCUELA OKANTI, S.C.",MATUTINO,CERRO DEL HOMBRE NO.98,ROMERO DE TERREROS FRACCIONAMIENTO,COYOACAN,Particular,"CERRO DEL HOMBRE NO.98, ROMERO DE TERREROS FRACCIONAMIENTO, COYOACAN",19.3428136,-99.1768632,"19.3428136,-99.1768632"
113,Preescolar,COLEGIO MERICI,MATUTINO,LAS GRANJAS No. 45,PALO ALTO,CUAJIMALPA DE MORELOS,Particular,"LAS GRANJAS No. 45, PALO ALTO, CUAJIMALPA DE MORELOS",19.3831071,-99.2552818,"19.3831071,-99.2552818"
114,Preescolar,CENTRO DE DESARROLLO JUAN JACOBO ROUSSEAU,MATUTINO,VILLA DE ARAGON NO.58,VILLA DE ARAGON,GUSTAVO A. MADERO,Particular,"VILLA DE ARAGON NO.58, VILLA DE ARAGON, GUSTAVO A. MADERO",19.4675926,-99.062066,"19.4675926,-99.062066"
115,Preescolar,HANS CHRISTIAN ANDERSEN,MATUTINO,PERNAMBUCO NO. 790,LINDAVISTA,GUSTAVO A. MADERO,Particular,"PERNAMBUCO NO. 790, LINDAVISTA, GUSTAVO A. MADERO",19.491224,-99.1260083,"19.491224,-99.1260083"
116,Preescolar,EL COLEGIO BRITANICO (THE EDRON ACADEMY),MATUTINO,CALZADA DESIERTO DE LOS LEONES NO. 5907,OLIVAR DE LOS PADRES,ALVARO OBREGON,Particular,"CALZADA DESIERTO DE LOS LEONES NO. 5907, OLIVAR DE LOS PADRES, ALVARO OBREGON",19.3423702,-99.2259755,"19.3423702,-99.2259755"
117,Preescolar,LUIS PASTEUR,MATUTINO,RIO DE LA CADENA NO. 3,REAL DEL MORAL,IZTAPALAPA,Particular,"RIO DE LA CADENA NO. 3, REAL DEL MORAL, IZTAPALAPA",19.3893222,-99.083277,"19.3893222,-99.083277"
118,Preescolar,NIÑO ARTILLERO,MATUTINO,LINO MERINO NO. 803,JUAN ESCUTIA,IZTAPALAPA,Particular,"LINO MERINO NO. 803, JUAN ESCUTIA, IZTAPALAPA",19.3856574,-99.0329467,"19.3856574,-99.0329467"
119,Preescolar,COLEGIO CONCEPCION CABRERA DE ARMIDA,MATUTINO,SUR 103 NO. 227,HEROES DE CHURUBUSCO,IZTAPALAPA,Particular,"SUR 103 NO. 227, HEROES DE CHURUBUSCO, IZTAPALAPA",19.359474,-99.1201726,"19.359474,-99.1201726"
120,Preescolar,COLEGIO LOWELL,MATUTINO,SANTIAGO No. 451,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,Particular,"SANTIAGO No. 451, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",19.3190854,-99.237542,"19.3190854,-99.237542"
121,Preescolar,JARDIN DE NIÑOS OLI,MATUTINO,SAN FRANCISCO NO. 419,SAN FRANCISCO,LA MAGDALENA CONTRERAS,Particular,"SAN FRANCISCO NO. 419, SAN FRANCISCO, LA MAGDALENA CONTRERAS",19.3101548,-99.2399893,"19.3101548,-99.2399893"
122,Preescolar,INSTITUTO ASUNCION DE MÉXICO,MATUTINO,CALZADA DE LAS AGUILAS NO. 181 Y 219,LAS AGUILAS,ALVARO OBREGON,Particular,"CALZADA DE LAS AGUILAS NO. 181 Y 219, LAS AGUILAS, ALVARO OBREGON",19.3600114,-99.1985152,"19.3600114,-99.1985152"
123,Preescolar,COLEGIO PRINCETON DEL SUR,MATUTINO,AV. DE LAS FUENTES NO. 214,JARDINES DEL PEDREGAL,ALVARO OBREGON,Particular,"AV. DE LAS FUENTES NO. 214, JARDINES DEL PEDREGAL, ALVARO OBREGON",19.3267597,-99.2055358,"19.3267597,-99.2055358"
124,Preescolar,KINDER KRISTY,MATUTINO,GIOTTO NO. 94,ALFONSO XIII,ALVARO OBREGON,Particular,"GIOTTO NO. 94, ALFONSO XIII, ALVARO OBREGON",19.3753422,-99.1936464,"19.3753422,-99.1936464"
125,Preescolar,LEOPOLDO KIEL,MATUTINO,CARLOS DOLCI NO. 42,ALFONSO XIII,ALVARO OBREGON,Particular,"CARLOS DOLCI NO. 42, ALFONSO XIII, ALVARO OBREGON",19.3751522,-99.1947643,"19.3751522,-99.1947643"
126,Preescolar,D'DEZA,MATUTINO,AVENIDA SANTA LUCIA NO.965,COLINAS DEL SUR,ALVARO OBREGON,Particular,"AVENIDA SANTA LUCIA NO.965, COLINAS DEL SUR, ALVARO OBREGON",19.3686397,-99.2263215,"19.3686397,-99.2263215"
127,Preescolar,LICEO MEXICANO JAPONES,MATUTINO,CAMINO SANTA TERESA NO. 1500,JARDINES DEL PEDREGAL,ALVARO OBREGON,Particular,"CAMINO SANTA TERESA NO. 1500, JARDINES DEL PEDREGAL, ALVARO OBREGON",19.3090831,-99.2117564,"19.3090831,-99.2117564"
128,Preescolar,MÉXICO NUEVO,MATUTINO,ESTAFETAS NO. 51,POSTAL,BENITO JUAREZ,Particular,"ESTAFETAS NO. 51, POSTAL, BENITO JUAREZ",19.3901761,-99.1407131,"19.3901761,-99.1407131"
129,Preescolar,ESCUELA MANUEL ACOSTA,MATUTINO,RIO PANUCO NO. 71,CUAUHTEMOC,CUAUHTEMOC,Particular,"RIO PANUCO NO. 71, CUAUHTEMOC, CUAUHTEMOC",19.4313607,-99.1660622,"19.4313607,-99.1660622"
130,Preescolar,JARDIN DE NIÑOS ELIZABETH BROCK,MATUTINO,SERAPIO RENDON NO. 97,SAN RAFAEL,CUAUHTEMOC,Particular,"SERAPIO RENDON NO. 97, SAN RAFAEL, CUAUHTEMOC",19.4356035,-99.1610967,"19.4356035,-99.1610967"
131,Preescolar,COLEGIO NUEVA INFANCIA,MATUTINO,RIO SENA NO. 51,CUAUHTEMOC,CUAUHTEMOC,Particular,"RIO SENA NO. 51, CUAUHTEMOC, CUAUHTEMOC",19.4316662,-99.1669857,"19.4316662,-99.1669857"
132,Preescolar,COLEGIO JOSÉ MARÍA MORELOS Y PAVON,MATUTINO,SAN FRANCISCO DE ASIS NO. 429,GRANJAS ESTRELLA,IZTAPALAPA,Particular,"SAN FRANCISCO DE ASIS NO. 429, GRANJAS ESTRELLA, IZTAPALAPA",19.322411,-99.087584,"19.322411,-99.087584"
133,Preescolar,JARDIN DE NIÑOS ESTRELLA,MATUTINO,VENTURINA NO. 75,ESTRELLA,GUSTAVO A. MADERO,Particular,"VENTURINA NO. 75, ESTRELLA, GUSTAVO A. MADERO",19.4752626,-99.1138186,"19.4752626,-99.1138186"
134,Preescolar,CENTRO EDUCATIVO LUCECITAS,MATUTINO,NORTE 66 A NO. 7815,SALVADOR DIAZ MIRON,GUSTAVO A. MADERO,Particular,"NORTE 66 A NO. 7815, SALVADOR DIAZ MIRON, GUSTAVO A. MADERO",19.4872634,-99.100418,"19.4872634,-99.100418"
135,Preescolar,MARIA LUISA GODEAU,MATUTINO,5 DE FEBRERO NO. 8,ARAGON,GUSTAVO A. MADERO,Particular,"5 DE FEBRERO NO. 8, ARAGON, GUSTAVO A. MADERO",19.4841078,-99.1130291,"19.4841078,-99.1130291"
136,Preescolar,COLEGIO WILLIAMS,MATUTINO,PRESA REVENTADA NO. 53,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,Particular,"PRESA REVENTADA NO. 53, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",19.3211787,-99.2360649,"19.3211787,-99.2360649"
137,Preescolar,ESCUELA SIERRA NEVADA,MATUTINO,REFORMA NO. 715,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,Particular,"REFORMA NO. 715, LOMAS DE CHAPULTEPEC, MIGUEL HIDALGO",19.4239547,-99.2132969,"19.4239547,-99.2132969"
138,Preescolar,INSTITUTO HISPANO INGLES DE MÉXICO,MATUTINO,GENERAL CANO NO. 153,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,Particular,"GENERAL CANO NO. 153, SAN MIGUEL CHAPULTEPEC, MIGUEL HIDALGO",19.4085888,-99.1859242,"19.4085888,-99.1859242"
139,Preescolar,COLEGIO DE EDUCACIÓN INTEGRAL,MATUTINO,CAMINO A SAN PEDRO NO. 44,LA JOYA,TLALPAN,Particular,"CAMINO A SAN PEDRO NO. 44, LA JOYA, TLALPAN",,,
140,Preescolar,COLEGIO DEL BOSQUE,MATUTINO,BOSQUES DE HUIZACHES No. 3,BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS,Particular,"BOSQUES DE HUIZACHES No. 3, BOSQUES DE LAS LOMAS, CUAJIMALPA DE MORELOS",19.3889883,-99.2577837,"19.3889883,-99.2577837"
141,Preescolar,JARDÍN DE NIÑOS IGNACIO M. ALTAMIRANO,MATUTINO,PROSPERIDAD NO. 91,ESCANDON,MIGUEL HIDALGO,Particular,"PROSPERIDAD NO. 91, ESCANDON, MIGUEL HIDALGO",19.400359,-99.1757376,"19.400359,-99.1757376"
142,Preescolar,COLEGIO ALEXANDER BAIN,MATUTINO,BARRANCA DE PILARES NO. 23,TLACOPAC,ALVARO OBREGON,Particular,"BARRANCA DE PILARES NO. 23, TLACOPAC, ALVARO OBREGON",,,
143,Preescolar,RENE DESCARTES,MATUTINO,VIVEROS NO. 33,SANTA MARIA TOMATLAN,IZTAPALAPA,Particular,"VIVEROS NO. 33, SANTA MARIA TOMATLAN, IZTAPALAPA",19.3220183,-99.0984107,"19.3220183,-99.0984107"
144,Preescolar,HOMBRES DEL FUTURO,MATUTINO,PALMAR MZ. 198 LT. 22,SANTIAGO ACAHUALTEPEC 2A AMPLIACION,IZTAPALAPA,Particular,"PALMAR MZ. 198 LT. 22, SANTIAGO ACAHUALTEPEC 2A AMPLIACION, IZTAPALAPA",19.3587668,-99.0023298,"19.3587668,-99.0023298"
145,Preescolar,CENTRO DE ATENCION ESCOLAR ESTRELLITA,MATUTINO,JAIME NUNO S/N MZ. 145 LT. 13,IXTLAHUACAN,IZTAPALAPA,Particular,"JAIME NUNO S/N MZ. 145 LT. 13, IXTLAHUACAN, IZTAPALAPA",19.3385303,-98.997699,"19.3385303,-98.997699"
146,Preescolar,LICEO MAGIC CENTER,MATUTINO,ENRIQUE A. ENRIQUEZ NO. 20,CONSTITUCION 1917,IZTAPALAPA,Particular,"ENRIQUE A. ENRIQUEZ NO. 20, CONSTITUCION 1917, IZTAPALAPA",19.3512883,-99.0544893,"19.3512883,-99.0544893"
147,Preescolar,OVIDE DECROLY,MATUTINO,SANTA TERESA NO. 142,TEPALCATES,IZTAPALAPA,Particular,"SANTA TERESA NO. 142, TEPALCATES, IZTAPALAPA",19.3890111,-99.0552165,"19.3890111,-99.0552165"
148,Preescolar,INSTITUTO PEDAGOGICO BILINGUE KO-KLAT,MATUTINO,NAVOJOA NO. 114,SAN LORENZO XICOTENCATL,IZTAPALAPA,Particular,"NAVOJOA NO. 114, SAN LORENZO XICOTENCATL, IZTAPALAPA",19.3820467,-99.0264803,"19.3820467,-99.0264803"
149,Preescolar,HIDALGO,MATUTINO,AQUILES SERDAN MZ. 58 LT. 653,SANTA MARIA AZTAHUACAN,IZTAPALAPA,Particular,"AQUILES SERDAN MZ. 58 LT. 653, SANTA MARIA AZTAHUACAN, IZTAPALAPA",19.3495089,-99.0357069,"19.3495089,-99.0357069"
150,Preescolar,CORAZÓN DE NIÑO,MATUTINO,BENITO JUÁREZ NO. 116,PROGRESISTA,IZTAPALAPA,Particular,"BENITO JUÁREZ NO. 116, PROGRESISTA, IZTAPALAPA",19.3579818,-99.0661792,"19.3579818,-99.0661792"
151,Preescolar,COLEGIO VINCENT W. VAN GOGH,MATUTINO,GOBERNADOR ZULOAGA NO. 14,SAN MIGUEL AMPLIACION,IZTAPALAPA,Particular,"GOBERNADOR ZULOAGA NO. 14, SAN MIGUEL AMPLIACION, IZTAPALAPA",19.3523921,-99.0671301,"19.3523921,-99.0671301"
152,Preescolar,CIRCULO INFANTIL,MATUTINO,CDA. SAN JOSE NO. 24,MAGDALENA ATLAZOLPA,IZTAPALAPA,Particular,"CDA. SAN JOSE NO. 24, MAGDALENA ATLAZOLPA, IZTAPALAPA",19.3750562,-99.1119973,"19.3750562,-99.1119973"
153,Preescolar,COLEGIO ANDRÉS OSUNA,MATUTINO,BIOGRAFOS NO. 23,EL SIFON,IZTAPALAPA,Particular,"BIOGRAFOS NO. 23, EL SIFON, IZTAPALAPA",19.371045,-99.109075,"19.371045,-99.109075"
154,Preescolar,GULLIVER,MATUTINO,FRANCISCO JAVIER MINA MZ. 33 LT. 19,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,Particular,"FRANCISCO JAVIER MINA MZ. 33 LT. 19, SANTA CRUZ MEYEHUALCO, IZTAPALAPA",19.3475943,-99.0326506,"19.3475943,-99.0326506"
155,Preescolar,IMAGINA,MATUTINO,AV. 5 DE MAYO NO. 149,SAN IGNACIO,IZTAPALAPA,Particular,"AV. 5 DE MAYO NO. 149, SAN IGNACIO, IZTAPALAPA",19.362292,-99.0972552,"19.362292,-99.0972552"
156,Preescolar,INSTITUTO VALLADOLID,MATUTINO,5 DE MAYO NO. 3,CULHUACAN,IZTAPALAPA,Particular,"5 DE MAYO NO. 3, CULHUACAN, IZTAPALAPA",19.3419547,-99.1014146,"19.3419547,-99.1014146"
157,Preescolar,PITAGORAS,MATUTINO,MONTES URALES MZ. 2 LT. 21,GRANJAS ESTRELLA,IZTAPALAPA,Particular,"MONTES URALES MZ. 2 LT. 21, GRANJAS ESTRELLA, IZTAPALAPA",19.3295733,-99.0888935,"19.3295733,-99.0888935"
158,Preescolar,MIGUEL LERDO DE TEJADA,MATUTINO,PEDRO LUIS OGAZON NO. 73,VALLEJO,GUSTAVO A. MADERO,Particular,"PEDRO LUIS OGAZON NO. 73, VALLEJO, GUSTAVO A. MADERO",19.4643573,-99.1271699,"19.4643573,-99.1271699"
159,Preescolar,ANA PAVLOVA,MATUTINO,NORTE 1-J NO. 4813,PANAMERICANA,GUSTAVO A. MADERO,Particular,"NORTE 1-J NO. 4813, PANAMERICANA, GUSTAVO A. MADERO",19.476424,-99.1409671,"19.476424,-99.1409671"
160,Preescolar,COLEGIO MARGARITA MAZA DE JUÁREZ,MATUTINO,NORTE 7 A NO. 4704,DEFENSORES DE LA REPUBLICA,GUSTAVO A. MADERO,Particular,"NORTE 7 A NO. 4704, DEFENSORES DE LA REPUBLICA, GUSTAVO A. MADERO",19.4759991,-99.1448153,"19.4759991,-99.1448153"
161,Preescolar,JARDÍN DE NIÑOS AMIGUITO,MATUTINO,VILLA NETZAHUALCOYOTL No. 33,VILLA DE ARAGON,GUSTAVO A. MADERO,Particular,"VILLA NETZAHUALCOYOTL No. 33, VILLA DE ARAGON, GUSTAVO A. MADERO",19.4794463,-99.1178276,"19.4794463,-99.1178276"
162,Preescolar,FELIPE FRANCO,MATUTINO,GUADALUPE VICTORIA No. 52,CUAUTEPEC DE MADERO,GUSTAVO A. MADERO,Particular,"GUADALUPE VICTORIA No. 52, CUAUTEPEC DE MADERO, GUSTAVO A. MADERO",19.5426004,-99.1384111,"19.5426004,-99.1384111"
163,Preescolar,HUITZILIN,MATUTINO,ESTADO DE NAYARIT No. 15,LA PROVIDENCIA,GUSTAVO A. MADERO,Particular,"ESTADO DE NAYARIT No. 15, LA PROVIDENCIA, GUSTAVO A. MADERO",19.4799529,-99.0714487,"19.4799529,-99.0714487"
164,Preescolar,LITTLE NASHVILLE,MATUTINO,CALLE 665 NO. 9,CTM SAN JUAN DE ARAGON,GUSTAVO A. MADERO,Particular,"CALLE 665 NO. 9, CTM SAN JUAN DE ARAGON, GUSTAVO A. MADERO",19.4507442,-99.0580081,"19.4507442,-99.0580081"
165,Preescolar,JUANA DE ASBAJE,MATUTINO,IZTAPALAPA MZ. 153 LT. 1578,VALLE DE SAN LORENZO,IZTAPALAPA,Particular,"IZTAPALAPA MZ. 153 LT. 1578, VALLE DE SAN LORENZO, IZTAPALAPA",19.2991932,-99.0778438,"19.2991932,-99.0778438"
166,Preescolar,COLEGIO RAFAEL ALBERTI,MATUTINO,CEDROS NO. 144,SAN ANDRES,AZCAPOTZALCO,Particular,"CEDROS NO. 144, SAN ANDRES, AZCAPOTZALCO",19.491693,-99.178378,"19.491693,-99.178378"
167,Preescolar,COLEGIO UNIVERSO,MATUTINO,FUNDIDORES NO.131 Y METALURGICOS NO.132,TRABAJADORES DEL HIERRO,AZCAPOTZALCO,Particular,"FUNDIDORES NO.131 Y METALURGICOS NO.132, TRABAJADORES DEL HIERRO, AZCAPOTZALCO",19.4782488,-99.1513295,"19.4782488,-99.1513295"
168,Preescolar,CENTRO EDUCATIVO PETIT BONHOMME,MATUTINO,RETORNO 3 NO. 29,AVANTE,COYOACAN,Particular,"RETORNO 3 NO. 29, AVANTE, COYOACAN",19.3330427,-99.1397391,"19.3330427,-99.1397391"
169,Preescolar,COLEGIO ANGLO MEXICANO DE COYOACÁN,MATUTINO,AV. RIO CHURUBUSCO NO. 405,PASEOS DE TAXQUEÑA,COYOACAN,Particular,"AV. RIO CHURUBUSCO NO. 405, PASEOS DE TAXQUEÑA, COYOACAN",19.3505858,-99.1214968,"19.3505858,-99.1214968"
170,Preescolar,EDELWEISS,MATUTINO,LONDRES No. 310,DEL CARMEN,COYOACAN,Particular,"LONDRES No. 310, DEL CARMEN, COYOACAN",19.3543225,-99.1648245,"19.3543225,-99.1648245"
171,Preescolar,CENTRO PEDAGOGICO NIÑO FELIZ,MATUTINO,CALZADA DE LAS BOMBAS NO. 501,CAMPESTRE COYOACAN,COYOACAN,Particular,"CALZADA DE LAS BOMBAS NO. 501, CAMPESTRE COYOACAN, COYOACAN",19.311786,-99.117408,"19.311786,-99.117408"
172,Preescolar,MONTE OLIMPO,MATUTINO,AMATENANGO MZA. 11 LT. 28,RESIDENCIAL CAFETALES,COYOACAN,Particular,"AMATENANGO MZA. 11 LT. 28, RESIDENCIAL CAFETALES, COYOACAN",19.3127082,-99.1109414,"19.3127082,-99.1109414"
173,Preescolar,COLEGIO ST. PAUL,MATUTINO,PEDRO SAINZ DE BARANDA NO. 211,LOS CIPRESES,COYOACAN,Particular,"PEDRO SAINZ DE BARANDA NO. 211, LOS CIPRESES, COYOACAN",19.3194123,-99.1256063,"19.3194123,-99.1256063"
174,Preescolar,JARDIN DE NIÑOS WINI PU,MATUTINO,FRANCISCO ZARCO NO. 79,BEJERO,ALVARO OBREGON,Particular,"FRANCISCO ZARCO NO. 79, BEJERO, ALVARO OBREGON",19.380661,-99.2469626,"19.380661,-99.2469626"
175,Preescolar,JARDIN DE NIÑOS HARVEY,MATUTINO,TULIPAN S/N MZA. 13 LT. 61,LOS REYES,TLAHUAC,Particular,"TULIPAN S/N MZA. 13 LT. 61, LOS REYES, TLAHUAC",19.2647664,-99.0038051,"19.2647664,-99.0038051"
176,Preescolar,COMUNIDAD EDUCATIVA OWEN,MATUTINO,COCOTEROS NO. 190,NUEVA SANTA MARIA,AZCAPOTZALCO,Particular,"COCOTEROS NO. 190, NUEVA SANTA MARIA, AZCAPOTZALCO",19.4661779,-99.1662326,"19.4661779,-99.1662326"
177,Preescolar,JARDIN DE NIÑOS LA ABEJITA,MATUTINO,TORONJA NO. 220,NUEVA SANTA MARIA,AZCAPOTZALCO,Particular,"TORONJA NO. 220, NUEVA SANTA MARIA, AZCAPOTZALCO",19.4667831,-99.172391,"19.4667831,-99.172391"
178,Preescolar,DREAM GARDEN KINDER,MATUTINO,LOMA DEL PARQUE NO. 122,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,Particular,"LOMA DEL PARQUE NO. 122, LOMAS DE VISTA HERMOSA, CUAJIMALPA DE MORELOS",19.3759707,-99.2756858,"19.3759707,-99.2756858"
179,Preescolar,JARDÍN DE NIÑOS CARMEN'S,MATUTINO,SUR 121 NO. 2508,GABRIEL RAMOS MILLAN AMPLIACION,IZTACALCO,Particular,"SUR 121 NO. 2508, GABRIEL RAMOS MILLAN AMPLIACION, IZTACALCO",19.3961844,-99.1039752,"19.3961844,-99.1039752"
180,Preescolar,ERMILO ABREU GOMEZ,MATUTINO,SUR 26 B NO. 19,AGRICOLA ORIENTAL,IZTACALCO,Particular,"SUR 26 B NO. 19, AGRICOLA ORIENTAL, IZTACALCO",19.385518,-99.0681571,"19.385518,-99.0681571"
181,Preescolar,CHRISTIAN ANDERSEN,MATUTINO,SUR 28 A No. 20,AGRICOLA ORIENTAL,IZTACALCO,Particular,"SUR 28 A No. 20, AGRICOLA ORIENTAL, IZTACALCO",19.3844303,-99.0666711,"19.3844303,-99.0666711"
182,Preescolar,EL CARACOLITO AZUL,MATUTINO,SUR 181 NO. 2214,GABRIEL RAMOS MILLAN,IZTACALCO,Particular,"SUR 181 NO. 2214, GABRIEL RAMOS MILLAN, IZTACALCO",19.3921752,-99.0913923,"19.3921752,-99.0913923"
183,Preescolar,CENTRO EDUCATIVO MODERNO NITA MIRANDA,MATUTINO,TERRAPLEN DE RIO FRIO NO.144,LA CRUZ,IZTACALCO,Particular,"TERRAPLEN DE RIO FRIO NO.144, LA CRUZ, IZTACALCO",19.4035811,-99.1177667,"19.4035811,-99.1177667"
184,Preescolar,PLAN DE AYALA,MATUTINO,MORELOS NO. 118,SAN PABLO OZTOTEPEC,MILPA ALTA,Particular,"MORELOS NO. 118, SAN PABLO OZTOTEPEC, MILPA ALTA",19.1851208,-99.0708012,"19.1851208,-99.0708012"
185,Preescolar,JARDIN DE NIÑOS TECELTICAN,MATUTINO,"SEIS S/N. MZA. 167, LT.59",TEPEPAN AMPLIACION,XOCHIMILCO,Particular,"SEIS S/N. MZA. 167, LT.59, TEPEPAN AMPLIACION, XOCHIMILCO",19.2346997,-99.0965819,"19.2346997,-99.0965819"
186,Preescolar,JARDIN DE NIÑOS MARTÍN DE LA CRUZ,MATUTINO,AV. DE LAS GARGOLAS NO. 110,JARDINES DEL SUR FRACCIONAMIENTO,XOCHIMILCO,Particular,"AV. DE LAS GARGOLAS NO. 110, JARDINES DEL SUR FRACCIONAMIENTO, XOCHIMILCO",19.2590255,-99.1147464,"19.2590255,-99.1147464"
